Material_Pair,Core_Formula,Shell_Formula,Master_Consensus_Score,Master_Confidence_Index_%,Score_Delta,DualTree_Score,MultiParadigm_Score,DualTree_Agreement_%,MultiParadigm_Agreement_%,Core_Eg_nano_3nm_eV,Shell_Eg_bulk_eV,Total_Confinement_eV,Dielectric_Contrast_Ratio,Defect_Gradient_eV,Confinement_Asymmetry,Core_a_A,Shell_a_A,Lattice_Mismatch_pct,Strain_Decay_Factor,Synthesizability_Index,Synthesis_Regime,Confinement_Gain_vs_Lit,Synth_Gain_vs_Lit,Dielectric_Gain_vs_Lit,Composite_Benchmark_Index,Benchmark_Tier
Ba3Sb2Se7 / Ba2CaP4(H3O8)2,Ba3Sb2Se7,Ba2CaP4(H3O8)2,0.587348874892374,78.89936213982578,0.0160727162619009,0.5793125167614235,0.5953852330233245,71.30532494855173,89.071083844737,1.1737615750124288,5.4657,4.2919,17.581490207109955,-1.1165086870390095,0.3074395955171369,6.0464,3.8994,35.50873246890712,0.1166848796145617,0.2012930815239531,Requires Buffer Layer (High Dislocation Risk),1.192,0.297,8.507,2.7078,Tier 2: Competitive Alternative
Ba2Ge2Se5 / Ba2B11H7O22,Ba2Ge2Se5,Ba2B11H7O22,0.6449515487151732,76.0603225290535,0.0302257057578283,0.6298386958362591,0.6600644015940874,69.37951982421367,87.48238707648571,1.5466208727092796,5.6652,4.118499999999999,16.956706822295736,-1.1839908185689467,-0.0230909311642588,5.8789,3.737,36.43368657401895,0.1103345640583332,0.3818957421856145,Requires Buffer Layer (High Dislocation Risk),1.144,0.564,8.205,2.7064,Tier 2: Competitive Alternative
Ba2Mn3(SeO3)6 / Ba2HoCl7,Ba2Mn3(SeO3)6,Ba2HoCl7,0.5949258112199189,78.42041248617507,0.0226580663289913,0.5835967780554232,0.6062548443844146,71.78574812466026,88.69117358403791,1.241516997726819,5.4559,4.2144,17.526026148831015,-1.0274180689532555,0.2952733485193621,4.477,6.0199,34.46280991735536,0.1243071201657795,0.2230576453210869,Requires Buffer Layer (High Dislocation Risk),1.171,0.33,8.48,2.7037,Tier 2: Competitive Alternative
Ag5Hg4P8Cl5 / AlCl3,Ag5Hg4P8Cl5,AlCl3,0.6037813573748104,80.51830082961959,0.035841881017774,0.5858604168659234,0.6217022978836975,78.0465469642806,88.9764739373438,1.1877514264394422,5.274,4.0863,17.651964964854024,-1.5765462262283547,-0.2044147517313951,3.3199,5.513,66.05921865116419,0.0183783354660319,0.2200890112948949,Requires Buffer Layer (High Dislocation Risk),1.135,0.325,8.541,2.7032,Tier 2: Competitive Alternative
Ba2UMnO6 / Ba3Si2(B3O8)2,Ba2UMnO6,Ba3Si2(B3O8)2,0.587895024532906,81.90024132563573,0.0268484829259917,0.5744707830699101,0.6013192659959018,78.24013349148449,90.07947530260468,1.2645169977268187,5.4031,4.1386,17.227122381477397,0.1085972390523632,0.0357608853235393,4.6694,3.8989,16.501049385360016,0.368500397810139,0.3066191509794506,Requires Buffer Layer (High Dislocation Risk),1.15,0.453,8.336,2.7024,Tier 2: Competitive Alternative
Ba2FeMoO6 / Ba3B6O11F2,Ba2FeMoO6,Ba3B6O11F2,0.6577382660709086,72.99512728982762,0.0440807928440477,0.6356978696488846,0.6797786624929324,67.14108585561169,85.58129223532028,1.1591169977268192,5.252710526336427,4.0936,16.384847293223228,-0.7062416465454535,-0.2223470783662302,4.736,3.991,15.730574324324316,0.3860842200642469,0.5114058217317784,Requires Buffer Layer (High Dislocation Risk),1.137,0.756,7.928,2.7014,Tier 2: Competitive Alternative
Ag2PHO4 / B5H4NO8,Ag2PHO4,B5H4NO8,0.6399366512195168,75.46742959300337,0.0354935287529665,0.6221898868430336,0.6576834155960001,69.50157747737995,86.98763611064237,1.5818709676048333,5.7298,4.1479,16.387360888277687,-0.5980527347263573,-0.0721087779358229,3.9451,3.4533,12.466097183848316,0.4703873006767354,0.4977073811240369,Requires Buffer Layer (High Dislocation Risk),1.152,0.736,7.929,2.7007,Tier 2: Competitive Alternative
Ba4Li(BiO4)3 / Ba3Tm(BO2)9,Ba4Li(BiO4)3,Ba3Tm(BO2)9,0.596320955331093,81.91622416809156,0.0159077014636854,0.5883671045992502,0.6042748060629357,76.16199881761725,90.31877598354583,0.8215169977268192,5.2676,4.4461,16.467591779378182,-0.9423042415107532,0.0972762645914396,4.7656,4.2233,11.379469531643444,0.5023501428730751,0.414229977240218,Requires Buffer Layer (High Dislocation Risk),1.235,0.612,7.968,2.7003,Tier 2: Competitive Alternative
Ba3ThSe7 / Ba2CaP4(H3O8)2,Ba3ThSe7,Ba2CaP4(H3O8)2,0.5844841114163293,79.51802085855238,0.0118038981750491,0.5785821623288047,0.5903860605038538,71.6682046592975,89.26750579675975,1.178416997726819,5.4657,4.2873,17.581490207109955,-0.623600716554866,0.3113614629253843,6.3102,3.8994,38.2048112579633,0.0991232671040016,0.1877201133484012,Requires Buffer Layer (High Dislocation Risk),1.191,0.277,8.507,2.7003,Tier 2: Competitive Alternative
Ba3NaRuO6 / Ba2YC2(O2F)3,Ba3NaRuO6,Ba2YC2(O2F)3,0.5815575535107016,83.56934364990487,0.0189713375427343,0.5720718847393343,0.5910432222820687,79.31065514802222,91.06019505849804,0.7866169977268193,5.263999999999999,4.4774,16.447548766982095,-0.7496546354265559,0.1325322731942645,4.7595,4.3614,8.364323983611731,0.6028772906788521,0.4106242815357965,Requires Buffer Layer (High Dislocation Risk),1.244,0.607,7.958,2.6995,Tier 2: Competitive Alternative
Ba2Zr6BCl17 / Ba3Tm(BO2)9,Ba2Zr6BCl17,Ba3Tm(BO2)9,0.6780308699341904,72.277054406686,0.0458136233370747,0.655124058265653,0.7009376816027277,66.2139835091854,85.28064306358216,1.3409169977268192,5.2676,3.9267,16.467591779378182,-0.8135960599017791,0.0226908090763235,5.4162,4.2233,22.02466674051918,0.2638189153748804,0.522860164376114,Requires Buffer Layer (High Dislocation Risk),1.091,0.773,7.968,2.6988,Tier 2: Competitive Alternative
Ba2Ni(PO4)2 / Ba2DyCl7,Ba2Ni(PO4)2,Ba2DyCl7,0.5990894408703318,81.88316340726294,0.015225683722883,0.5914765990088903,0.6067022827317733,75.75194730140633,90.546385329399,1.1930169977268188,5.4194,4.2264,17.31921624773407,0.0475348348937743,-0.2249195532841188,4.4076,6.0236,36.66394409656048,0.1088081958556399,0.2574575110670608,Requires Buffer Layer (High Dislocation Risk),1.174,0.38,8.38,2.6978,Tier 2: Competitive Alternative
AcFeO3 / AlHO2,AcFeO3,AlHO2,0.5872140011014304,82.90962414760394,0.0245501167266318,0.5749389427381145,0.5994890594647464,79.31771043105786,90.67487569623712,1.263816997726819,5.5638000000000005,4.3,16.915759558747073,0.1187138833125009,0.0231162790697674,4.5658,3.8665,15.316045380875211,0.3958892630711966,0.3345174431365417,Requires Buffer Layer (High Dislocation Risk),1.194,0.494,8.185,2.6971,Tier 2: Competitive Alternative
Ba2MnSe3 / Ba(PO3)2,Ba2MnSe3,Ba(PO3)2,0.5942930460896916,78.8634338443336,0.0127595030243108,0.5879132945775362,0.600672797601847,70.9646446827607,88.80075004309123,1.322916997726819,5.4349,4.112,17.40684437120676,-1.2083292638158056,0.3005836575875486,5.7412,4.3882,23.56650177663206,0.2403225360911466,0.259247366121458,Requires Buffer Layer (High Dislocation Risk),1.142,0.383,8.423,2.6966,Tier 2: Competitive Alternative
Ba2FeMoO6 / Al2Pb3F12,Ba2FeMoO6,Al2Pb3F12,0.6525274766978469,72.1784448405397,0.0441984307056488,0.6304282613450225,0.6746266920506714,65.85944046313396,85.17283895408353,1.1591169977268192,5.2252,4.0661000000000005,16.232185176768496,-0.7445529756764704,-0.2691276653304149,4.736,4.2594,10.063344594594584,0.5439856843677177,0.5437700456622501,Requires Buffer Layer (High Dislocation Risk),1.129,0.804,7.854,2.6966,Tier 2: Competitive Alternative
Ba2Ge2Se5 / BHS3O11,Ba2Ge2Se5,BHS3O11,0.5926130919689723,76.3344078903886,0.0007368280569544,0.5922446779404951,0.5929815059974495,65.10081036252575,87.68057903253823,1.5466208727092796,5.696299999999999,4.1496,17.11977262988077,-0.3975375462760409,-0.3400327742433006,5.8789,5.0968,13.303509159876844,0.447149492939967,0.3170467241736581,Requires Buffer Layer (High Dislocation Risk),1.153,0.469,8.284,2.696,Tier 2: Competitive Alternative
Ba2Na2U(S2O)2 / Ba2DyCl7,Ba2Na2U(S2O)2,Ba2DyCl7,0.6695598001447722,73.3319853731041,0.0396854960884472,0.6497170521005485,0.6894025481889958,66.77289102453724,85.95204455523016,1.5081917121269697,5.4194,3.9112,16.662390744610835,-0.506995864643156,-0.0958273675598281,4.7776,6.0236,26.08004018754188,0.2064199833827915,0.4752139569160244,Requires Buffer Layer (High Dislocation Risk),1.086,0.702,8.062,2.696,Tier 2: Competitive Alternative
Ba2MnMoO6 / Ba(PO3)2,Ba2MnMoO6,Ba(PO3)2,0.6291433482963493,76.10684011925815,0.0265955355219394,0.6158455805353796,0.6424411160573191,69.00436771315246,87.3681226474021,1.520474388087488,5.4349,3.9144,16.422348067260046,-0.3513023656830842,-0.2721745350500715,4.6694,4.3882,6.02218700475436,0.6946533646146298,0.5272957150928979,Requires Buffer Layer (High Dislocation Risk),1.087,0.779,7.946,2.6942,Tier 2: Competitive Alternative
Ba3Zr6BeCl18 / Ba3Tm(BO2)9,Ba3Zr6BeCl18,Ba3Tm(BO2)9,0.6759626529633187,69.87673504573625,0.055754973063623,0.6480851664315072,0.7038401394951302,64.41559099666433,83.58992251385489,1.2822169977268187,5.2676,3.9854,16.467591779378182,-0.8515050471774201,-0.2241180308124654,5.4707,4.2233,22.8014696473943,0.2517071642827316,0.4989189725777562,Requires Buffer Layer (High Dislocation Risk),1.107,0.737,7.968,2.6929,Tier 2: Competitive Alternative
Ba3Ta2Se9 / Ba2CaP4(H3O8)2,Ba3Ta2Se9,Ba2CaP4(H3O8)2,0.6407709608127112,75.91829446321218,0.03321528897666,0.6241633163243812,0.6573786053010412,69.80410286279239,87.2490519866524,1.5010593186159011,5.4657,3.9646,17.10943891604252,-0.9854398239173576,0.1495232810371791,6.2292,3.8994,37.40127143132344,0.1040611136066409,0.3502462233989127,Requires Buffer Layer (High Dislocation Risk),1.101,0.518,8.279,2.6914,Tier 2: Competitive Alternative
Ba2Mn(AsO4)2 / Ba2YC2(O2F)3,Ba2Mn(AsO4)2,Ba2YC2(O2F)3,0.6539968924550452,74.52125264611934,0.0363719207461163,0.635810932081987,0.6721828528281034,68.08198620903494,86.58609424752365,1.498186441755564,5.263999999999999,3.7658,16.080209212820318,-0.7375411424943157,-0.0629348345637049,4.5418,4.3614,3.9719934827601513,0.786387499832688,0.6324889281950705,Semi-Coherent (Moderate Strain Risk),1.046,0.935,7.781,2.6908,Tier 1: Next-Gen Breakthrough
Ba2Mn3(SeO3)6 / Ba2DyCl7,Ba2Mn3(SeO3)6,Ba2DyCl7,0.6038837703734163,77.77492437676523,0.0135166154388269,0.5971254626540029,0.6106420780928299,69.19851890469342,88.48264551017931,1.241516997726819,5.4194,4.1779,17.31921624773407,-1.0307587886199212,0.2891165418032982,4.477,6.0236,34.54545454545453,0.1236871358174549,0.2491109316609509,Requires Buffer Layer (High Dislocation Risk),1.161,0.368,8.38,2.6881,Tier 2: Competitive Alternative
Ba4P2O / Ba3Tm(BO2)9,Ba4P2O,Ba3Tm(BO2)9,0.6044443818958027,82.03413064401862,0.0219837638679264,0.5934524999618396,0.615436263829766,77.35914674371844,90.39702664753912,1.2965169977268192,5.2676,3.9711,16.467591779378182,-1.630624792993747,0.1077031552970209,3.996,4.2233,5.68818818818819,0.7088329559301336,0.4848941511128901,Requires Buffer Layer (High Dislocation Risk),1.103,0.717,7.968,2.6841,Tier 2: Competitive Alternative
Ba2V3HO9 / Ba2P2O7,Ba2V3HO9,Ba2P2O7,0.6232449834736051,80.07520735786511,0.0294473336559879,0.6085213166456112,0.6379686503015991,75.72740781035367,89.28209684538334,0.9943169977268193,5.1483,4.154,15.807777426493834,-0.505882327942639,0.0315840154068367,4.6127,4.4602,3.30608970884731,0.8187156661499756,0.5987672285288337,Semi-Coherent (Moderate Strain Risk),1.154,0.885,7.649,2.6835,Tier 1: Next-Gen Breakthrough
Ba2SmMoO6 / Al2Pb3F12,Ba2SmMoO6,Al2Pb3F12,0.636644300588468,77.40693070660488,0.0295644266405172,0.6218620872682094,0.6514265139087266,71.4272774083377,88.10300534631293,1.1639169977268191,5.2252,4.0613,16.232185176768496,-0.2276863591764706,-0.1262403663851476,4.736,4.2594,10.063344594594584,0.5439856843677177,0.5193452548776736,Requires Buffer Layer (High Dislocation Risk),1.128,0.768,7.854,2.6835,Tier 2: Competitive Alternative
Ba2GdMoO6 / Al2Pb3F12,Ba2GdMoO6,Al2Pb3F12,0.6380937253255792,77.60124212346909,0.029694169018143,0.6232466408165076,0.6529408098346506,71.77957300000809,88.17255682475869,1.1637169977268191,5.2252,4.0615,16.232185176768496,-0.2050825616764715,-0.1063892650498584,4.7656,4.2594,10.62195736108779,0.5259082977372371,0.519293362436262,Requires Buffer Layer (High Dislocation Risk),1.128,0.767,7.854,2.6834,Tier 2: Competitive Alternative
Ba3Zr2S7 / Ba3Tm(BO2)9,Ba3Zr2S7,Ba3Tm(BO2)9,0.6456880554657761,77.20668642045517,0.0323843311158997,0.6294958899078262,0.661880221023726,71.67598172231446,87.90532499524531,1.082816997726819,5.2676,4.1848,16.467591779378182,-0.9890272353024204,0.0570158669470464,5.6641,4.2233,25.43740400063559,0.2146035423771611,0.4373848694704514,Requires Buffer Layer (High Dislocation Risk),1.162,0.646,7.968,2.6833,Tier 2: Competitive Alternative
Ba2SnSe5 / Ba2CaP4(H3O8)2,Ba2SnSe5,Ba2CaP4(H3O8)2,0.5901086758576337,78.14740816892547,0.0017523621193419,0.5892324947979627,0.5909848569173046,68.1540220735127,88.41516016835523,1.3426169977268192,5.4657,4.1231,17.581490207109955,-1.0500521212121865,0.3182799350003638,6.2206,3.8994,37.31472848278301,0.1046073906844399,0.1881583668853494,Requires Buffer Layer (High Dislocation Risk),1.145,0.278,8.507,2.6822,Tier 2: Competitive Alternative
Ba3In2O6 / Al2Pb3F12,Ba3In2O6,Al2Pb3F12,0.6291760100037407,78.18810681558425,0.0267013665206328,0.6158253267434243,0.6425266932640571,72.14173734518585,88.52448394822308,1.107916997726819,5.2252,4.1173,16.232185176768496,-0.7437661888279856,0.1648410366016564,4.7259,4.2594,9.871135656700307,0.550348421753864,0.5035876154097735,Requires Buffer Layer (High Dislocation Risk),1.144,0.744,7.854,2.6815,Tier 2: Competitive Alternative
Ba3In2O6 / Ba2P2O7,Ba3In2O6,Ba2P2O7,0.6503602986034037,75.4047645312658,0.0374862568915115,0.631617170157648,0.6691034270491595,69.78161215484322,86.90137563864464,1.107916997726819,5.1483,4.0404,15.807777426493834,-0.7212130241774881,-0.1501831501831501,4.7259,4.4602,5.622209526227804,0.7116680655561513,0.6190193775712735,Requires Buffer Layer (High Dislocation Risk),1.122,0.915,7.649,2.6813,Tier 2: Competitive Alternative
Ba3SrEr2(MoO6)2 / Al2Pb3F12,Ba3SrEr2(MoO6)2,Al2Pb3F12,0.6240303428703713,77.83643113367042,0.0328975771020018,0.6075815543193704,0.6404791314213722,72.8591780628373,88.1091522623571,1.2443169977268191,5.2252,3.9809,16.232185176768496,-0.1584960501764705,-0.1844055364364842,4.5112,4.2594,5.581663415499189,0.7134159585224655,0.5324188202772661,Requires Buffer Layer (High Dislocation Risk),1.106,0.787,7.854,2.6813,Tier 2: Competitive Alternative
Ba2Ni(PO4)2 / Ba2P2O7,Ba2Ni(PO4)2,Ba2P2O7,0.6311324667127565,76.92116448160563,0.0317434144269355,0.6152607594992887,0.6470041739262242,71.13122345589936,87.75468680326958,1.1930169977268188,5.1483,3.9553,15.807777426493834,-0.3051559819655329,-0.0426516319874598,4.4076,4.4602,1.1933932298756686,0.9303445380623706,0.6329039603732405,Coherent Epitaxy (Low Strain Risk),1.099,0.935,7.649,2.6791,Tier 1: Next-Gen Breakthrough
Ba3(TaS4)2 / Ba2YC2(O2F)3,Ba3(TaS4)2,Ba2YC2(O2F)3,0.6309953032293141,79.29877577144121,0.0284579597547688,0.6167663233519296,0.6452242831066984,74.23467740326393,89.00844021092614,1.000616997726819,5.263999999999999,4.2634,16.447548766982095,-1.3523406241556877,-0.072758830979969,5.6703,4.3614,23.08343473890271,0.2474497366838015,0.4152869654870324,Requires Buffer Layer (High Dislocation Risk),1.184,0.614,7.958,2.6781,Tier 2: Competitive Alternative
Ba3(TaS4)2 / Ba3Tm(BO2)9,Ba3(TaS4)2,Ba3Tm(BO2)9,0.6324582949539712,79.07030659456966,0.0274860108792606,0.6187152895143408,0.6462013003936015,73.66123027224569,88.9488863514915,1.000616997726819,5.2676,4.267,16.467591779378182,-1.29569626169025,-0.1881415514412936,5.6703,4.2233,25.518931978907645,0.2135476289612664,0.4066879652437734,Requires Buffer Layer (High Dislocation Risk),1.185,0.601,7.968,2.6765,Tier 2: Competitive Alternative
Ba2Tl2O5 / Ba2P2O7,Ba2Tl2O5,Ba2P2O7,0.6332596003822739,78.65416374885375,0.0295874477380481,0.6184658765132499,0.648053324251298,73.4327513588119,88.67183718039726,1.0156169977268188,5.1483,4.1327,15.807777426493834,-1.2583616252296768,-0.1077019865947201,4.7113,4.4602,5.329739137817572,0.7243727160855586,0.5892621830462719,Requires Buffer Layer (High Dislocation Risk),1.148,0.871,7.649,2.6762,Tier 2: Competitive Alternative
Ba2InSbO6 / Al2Pb3F12,Ba2InSbO6,Al2Pb3F12,0.5919636186400862,82.51903066668541,0.0063514051385078,0.5887879160708323,0.5951393212093401,75.26589989374246,90.82708527912544,0.7794169977268187,5.2252,4.4458,16.232185176768496,-0.7099241900098039,-0.2411264564307886,4.7175,4.2594,9.710651828298886,0.5557179288850973,0.4221411897252743,Requires Buffer Layer (High Dislocation Risk),1.235,0.624,7.854,2.6759,Tier 2: Competitive Alternative
AgHg2NO5 / AlH3NCl3,AgHg2NO5,AlH3NCl3,0.5891610840933902,83.48111598251805,0.0150918828238071,0.5816151426814866,0.5967070255052938,78.18165864795318,91.33895860894346,0.807116997726819,5.1434,4.3363,15.781001777992866,-0.6072635770717568,0.0765860295643751,4.2756,4.329,1.2489475161380834,0.9272228671018552,0.5498573801298118,Coherent Epitaxy (Low Strain Risk),1.205,0.813,7.636,2.6752,Tier 1: Next-Gen Breakthrough
Ba2InSbO6 / Ba3B6O11F2,Ba2InSbO6,Ba3B6O11F2,0.5963551722075178,82.34790372898973,0.0128827678360291,0.5899137882895031,0.6027965561255323,76.18478921265238,90.6604466839303,0.7794169977268187,5.252710526336427,4.4733,16.384847293223228,-0.671612860878787,-0.1984888113920372,4.7175,3.991,15.400105988341284,0.3938810131819341,0.3784655875801582,Requires Buffer Layer (High Dislocation Risk),1.243,0.559,7.928,2.6748,Tier 2: Competitive Alternative
Ba3AlAs3 / Ba2DyCl7,Ba3AlAs3,Ba2DyCl7,0.5881615266619457,85.27995150754262,0.0226519035461356,0.5768355748888778,0.5994874784350135,82.65683558400036,91.85611802375908,1.1875169977268192,5.4194,4.2319,17.31921624773407,-1.827975358595236,-0.1739880431957277,3.7687,6.0236,59.83230291612493,0.0267865783050445,0.2089529545436143,Requires Buffer Layer (High Dislocation Risk),1.176,0.309,8.38,2.6734,Tier 2: Competitive Alternative
Ba3Cr2O8 / Ba3Tm(BO2)9,Ba3Cr2O8,Ba3Tm(BO2)9,0.6428650891979836,75.60810225718625,0.0356187942491958,0.6250556920733856,0.6606744863225815,69.77214389438564,87.02913304116544,1.4032169977268192,5.2676,3.8644,16.467591779378182,-0.5088319317928041,0.1199668771348722,4.8242,4.2233,12.455951245802416,0.4706761267974472,0.4865986425071635,Requires Buffer Layer (High Dislocation Risk),1.073,0.719,7.968,2.6731,Tier 2: Competitive Alternative
Ba2Tl2O5 / Ba3Tb(BO2)9,Ba2Tl2O5,Ba3Tb(BO2)9,0.6428987662694725,77.36359051265464,0.0274159833596828,0.6291907745896311,0.656606757949314,70.90609315142225,88.18266255299191,1.0156169977268188,5.1728,4.1572,15.94269133886722,-1.1663744247252086,-0.139228326758395,4.7113,4.2127,10.583066244985456,0.5271471708660558,0.5440331479859468,Requires Buffer Layer (High Dislocation Risk),1.155,0.804,7.714,2.6719,Tier 2: Competitive Alternative
Ba2Ge2Se5 / Al2H16S3O20,Ba2Ge2Se5,Al2H16S3O20,0.6413536308974626,76.1011577622585,0.0351060864981533,0.6238005876483859,0.6589066741465393,70.45868180593104,87.28126596940096,1.5466208727092796,5.6055,4.0588,16.644613819892903,-0.3465273859336886,-0.1192470680989454,5.8789,4.348,26.04058582387861,0.2069132941422923,0.400327024091439,Requires Buffer Layer (High Dislocation Risk),1.127,0.592,8.054,2.6715,Tier 2: Competitive Alternative
Ba2YCoO5 / Ba2P2O7,Ba2YCoO5,Ba2P2O7,0.6308556379680132,78.27155672896974,0.0302113112892095,0.6157499823234085,0.645961293612618,73.03633642601162,88.3834813964085,1.0272169977268188,5.1483,4.1211,15.807777426493834,-0.414448503470417,-0.1269806605032637,4.7072,4.4602,5.2472807613868095,0.7279954461715306,0.5780356882756469,Requires Buffer Layer (High Dislocation Risk),1.145,0.854,7.649,2.6691,Tier 2: Competitive Alternative
Ba(GdTe2)2 / Al2Pb3F12,Ba(GdTe2)2,Al2Pb3F12,0.6273568946251433,79.68921699701559,0.0261244036059734,0.6142946928221567,0.6404190964281301,74.38571305230978,89.26807864774146,1.013858253812388,5.2252,4.211399999999999,16.232185176768496,-1.4361884005812309,-0.1267511991261813,3.6815,4.2594,15.697405948662231,0.3868597480049406,0.4527966720202367,Requires Buffer Layer (High Dislocation Risk),1.17,0.669,7.854,2.6657,Tier 2: Competitive Alternative
Ba2Ni(PO4)2 / Ba3Tb(BO2)9,Ba2Ni(PO4)2,Ba3Tb(BO2)9,0.6294473621323144,77.39417024602878,0.0258516382191453,0.6165215430227418,0.6423731812418871,70.684520200924,88.21154385351507,1.1930169977268188,5.1728,3.9798,15.94269133886722,-0.2131687814610647,-0.0759837177747625,4.4076,4.2127,4.421907614121075,0.7652708843418483,0.5693076183407614,Semi-Coherent (Moderate Strain Risk),1.106,0.841,7.714,2.6652,Tier 1: Next-Gen Breakthrough
Ba2Zr6BCl17 / Ba2YC2(O2F)3,Ba2Zr6BCl17,Ba2YC2(O2F)3,0.6557205077569714,73.43845150171087,0.0418584127592533,0.6347913013773447,0.6766497141365981,67.49150748032218,85.80201923778785,1.3409169977268192,5.263999999999999,3.9231,16.447548766982095,-0.8702404223672167,0.148275598378833,5.4162,4.3614,19.474908607510805,0.3078224969462106,0.4632717923062333,Requires Buffer Layer (High Dislocation Risk),1.09,0.685,7.958,2.6651,Tier 2: Competitive Alternative
Ba2MnTe3 / Ba3B6O11F2,Ba2MnTe3,Ba3B6O11F2,0.5912814557247728,85.7757714753136,0.014907219306413,0.5838278460715662,0.5987350653779793,81.71560342365981,92.43199598300797,1.0806169977268187,5.252710526336427,4.1721,16.384847293223228,-1.746992989890281,-0.0125356535078258,3.6507,3.991,9.321499986303998,0.5689568120835271,0.4244282244662768,Requires Buffer Layer (High Dislocation Risk),1.159,0.627,7.928,2.6651,Tier 2: Competitive Alternative
Ba3In2O6 / Ba3B6O11F2,Ba3In2O6,Ba3B6O11F2,0.6248232875018215,78.03661853375128,0.0256550631541074,0.6119957559247677,0.6376508190788752,71.68057934559864,88.50215591111254,1.107916997726819,5.252710526336427,4.1448,16.384847293223228,-0.7054548596969688,0.2081644470179502,4.7259,3.991,15.550477157790052,0.390313948302472,0.4278531240735137,Requires Buffer Layer (High Dislocation Risk),1.151,0.632,7.928,2.6639,Tier 2: Competitive Alternative
Ba2SmMoO6 / Ba3B6O11F2,Ba2SmMoO6,Ba3B6O11F2,0.6306100206471333,77.3935147581987,0.029540407534065,0.6158398168801008,0.6453802244141659,71.45204875669957,88.04663693621426,1.1639169977268191,5.252710526336427,4.0888,16.384847293223228,-0.1893750300454537,-0.0803658775190764,4.736,3.991,15.730574324324316,0.3860842200642469,0.4390385290231,Requires Buffer Layer (High Dislocation Risk),1.136,0.649,7.928,2.6634,Tier 2: Competitive Alternative
Ba2CrO4 / Al2Pb3F12,Ba2CrO4,Al2Pb3F12,0.5923674759992935,83.3105717928848,0.007486094275461,0.588624428861563,0.5961105231370241,76.60698327304668,91.2709100488968,0.7966169977268195,5.2252,4.428599999999999,16.232185176768496,-0.513769482247898,-0.1929729485616222,4.8364,4.2594,11.93036142585394,0.4858832713856157,0.4012169925291766,Requires Buffer Layer (High Dislocation Risk),1.23,0.593,7.854,2.6632,Tier 2: Competitive Alternative
Ba(GdSe2)2 / Ba2CaP4(H3O8)2,Ba(GdSe2)2,Ba2CaP4(H3O8)2,0.5846529809346734,79.74405486214067,0.0131211010494872,0.5780924304099297,0.591213531459417,72.09891900973841,89.50967338583058,1.481060739031996,5.4657,3.9847,17.581490207109955,-0.3076525542395334,0.2708610434913544,5.772,3.8994,32.44282744282745,0.1404658247104586,0.1807987178710425,Requires Buffer Layer (High Dislocation Risk),1.107,0.267,8.507,2.6631,Tier 2: Competitive Alternative
Ba2GdMoO6 / Ba2YC2(O2F)3,Ba2GdMoO6,Ba2YC2(O2F)3,0.6036586922448451,77.59989734987418,0.0177312721849156,0.5947930561523873,0.612524328337303,70.0192596873586,87.98210012887826,1.1637169977268191,5.263999999999999,4.1003,16.447548766982095,-0.1544931176428585,-0.2878082091554277,4.7656,4.3614,8.481618264226967,0.5986142340259071,0.4205193286746316,Requires Buffer Layer (High Dislocation Risk),1.139,0.621,7.958,2.6627,Tier 2: Competitive Alternative
Ba3In2O6 / Ba3Tb(BO2)9,Ba3In2O6,Ba3Tb(BO2)9,0.6500509735632413,75.17698389418703,0.0347852095081728,0.6326583688091548,0.6674435783173277,68.8461974805517,86.92635104386626,1.107916997726819,5.1728,4.0649,15.94269133886722,-0.6292258236730199,-0.1821693030578858,4.7259,4.2127,10.85930722190483,0.5184103924787302,0.5451430179909763,Requires Buffer Layer (High Dislocation Risk),1.129,0.806,7.714,2.6622,Tier 2: Competitive Alternative
Ba2GdMoO6 / Ba3B6O11F2,Ba2GdMoO6,Ba3B6O11F2,0.6293132145948019,78.38922641181256,0.0318360202569065,0.6133952044663487,0.6452312247232552,73.54325107067592,88.39052885080699,1.1637169977268191,5.252710526336427,4.089,16.384847293223228,-0.1667712325454546,-0.0606505258009292,4.7656,3.991,16.25398690616082,0.3740498477022047,0.4364188556069703,Requires Buffer Layer (High Dislocation Risk),1.136,0.645,7.928,2.6621,Tier 2: Competitive Alternative
Ba2SmMoO6 / Ba2YC2(O2F)3,Ba2SmMoO6,Ba2YC2(O2F)3,0.6006209146558346,77.64012244819818,0.0128980939742382,0.5941718676687154,0.6070699616429537,69.80789365770133,87.50134052418849,1.1639169977268191,5.263999999999999,4.1001,16.447548766982095,-0.1770969151428576,-0.3074803053584059,4.736,4.3614,7.909628378378379,0.6196921125843122,0.4173361473260917,Requires Buffer Layer (High Dislocation Risk),1.139,0.617,7.958,2.6611,Tier 2: Competitive Alternative
Ba3SrEr2(MoO6)2 / Ba3B6O11F2,Ba3SrEr2(MoO6)2,Ba3B6O11F2,0.6222684247423118,78.55428232164753,0.0340137005234826,0.6052615744805705,0.6392752750040531,74.2866656358021,88.35390672887284,1.2443169977268191,5.252710526336427,4.0084,16.384847293223228,-0.1201847210454536,-0.1372118551042809,4.5112,3.991,11.531299875864509,0.4977568160101989,0.4512995857986778,Requires Buffer Layer (High Dislocation Risk),1.113,0.667,7.928,2.6608,Tier 2: Competitive Alternative
