Material_Pair,Design_Thickness_nm,Design_Trap_Depth_eV,Voltage_Applied_V,Voltage_Effective_V,J_OFF_A_m2,J_ON_A_m2,I_OFF_A,I_ON_A
Candidate_6,3.0,0.4,-0.2,-0.2,-421.0976689981002,-449.8780217888271,-4.210976689981002e-12,-4.498780217888271e-12
Candidate_6,3.0,0.4,-0.15,-0.15,-307.03416743574223,-314.7022561121926,-3.0703416743574222e-12,-3.147022561121926e-12
Candidate_6,3.0,0.4,-0.1,-0.1,-200.5767762969398,-202.07453244987298,-2.005767762969398e-12,-2.0207453244987297e-12
Candidate_6,3.0,0.4,-0.05,-0.05,-99.06892972796142,-99.22014313968904,-9.90689297279614e-13,-9.922014313968904e-13
Candidate_6,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Candidate_6,3.0,0.4,0.05,0.05,99.06892972796125,99.22014313968887,9.906892972796125e-13,9.922014313968887e-13
Candidate_6,3.0,0.4,0.1,0.1,200.5767762969397,202.0745324498729,2.005767762969397e-12,2.020745324498729e-12
Candidate_6,3.0,0.4,0.15,0.15,307.03416743574303,314.7022561121935,3.0703416743574303e-12,3.1470225611219348e-12
Candidate_6,3.0,0.4,0.2,0.2,421.09766899810063,449.8780217888279,4.210976689981007e-12,4.498780217888278e-12
Candidate_6,3.0,0.4,0.25,0.25,545.6491500712262,635.1850835681231,5.456491500712263e-12,6.351850835681231e-12
Candidate_6,3.0,0.4,0.3,0.3,683.8831230434554,928.8921343700372,6.838831230434554e-12,9.288921343700372e-12
Candidate_6,3.0,0.4,0.35,0.35,839.4052324230163,1449.4293322958138,8.394052324230163e-12,1.4494293322958138e-11
Candidate_6,3.0,0.4,0.4,0.4,1016.3455409501993,2428.1277930020947,1.0163455409501993e-11,2.4281277930020947e-11
Candidate_6,3.0,0.4,0.45,0.45,1219.490898413586,4300.72319274889,1.2194908984135859e-11,4.30072319274889e-11
Candidate_6,3.0,0.4,0.5,0.5,1454.441510253596,7862.019673588051,1.4544415102535961e-11,7.86201967358805e-11
Candidate_6,3.0,0.4,0.55,0.55,1727.7978928042319,14521.47968391736,1.7277978928042318e-11,1.452147968391736e-10
Candidate_6,3.0,0.4,0.6,0.6,2047.3857664571221,26717.348147630488,2.047385766457122e-11,2.6717348147630487e-10
Candidate_6,3.0,0.4,0.65,0.65,2422.5281705303973,48576.03801589315,2.4225281705303973e-11,4.857603801589315e-10
Candidate_6,3.0,0.4,0.7,0.7,2864.3762790713113,86945.79731369941,2.8643762790713112e-11,8.694579731369941e-10
Candidate_6,3.0,0.4,0.75,0.75,3386.313177607555,152994.53002581387,3.386313177607555e-11,1.5299453002581387e-09
Candidate_6,3.0,0.4,0.8,0.8,4004.448384449281,264648.443584457,4.004448384449281e-11,2.6464844358445698e-09
Candidate_6,3.0,0.4,0.85,0.85,4738.225367775381,288071.5587011087,4.7382253677753806e-11,2.8807155870110866e-09
Candidate_6,3.0,0.4,0.9,0.9,5611.169973818104,305611.1699738182,5.6111699738181044e-11,3.056111699738182e-09
Candidate_6,3.0,0.4,0.95,0.95,6651.814841874028,323318.4815085407,6.651814841874028e-11,3.233184815085407e-09
Candidate_6,3.0,0.4,1.0,1.0,7894.843837381048,341228.17717071436,7.894843837381048e-11,3.4122817717071436e-09
Candidate_6,3.0,0.4,1.05,1.05,9382.511376860777,359382.51137686067,9.382511376860778e-11,3.593825113768607e-09
Candidate_6,3.0,0.4,1.1,1.1,11166.403408008071,377833.07007467485,1.1166403408008071e-10,3.778330700746748e-09
Candidate_6,3.0,0.4,1.15,1.15,13309.615585855454,396642.9489191888,1.3309615585855453e-10,3.966429489191888e-09
Candidate_6,3.0,0.4,1.2,1.2,15889.414855536414,415889.4148555364,1.5889414855536412e-10,4.158894148555364e-09
Candidate_6,3.0,0.4,1.25,1.25,19000.374773302643,435667.04143996927,1.9000374773302643e-10,4.356670414399693e-09
Candidate_6,3.0,0.4,1.3,1.3,22757.687292074803,456091.020625408,2.2757687292074803e-10,4.56091020625408e-09
Candidate_6,3.0,0.4,1.35,1.35,27299.4580342934,477299.4580342935,2.7299458034293397e-10,4.772994580342935e-09
Candidate_6,3.0,0.4,1.4,1.4,32784.38432050812,499451.05098717485,3.278438432050812e-10,4.9945105098717485e-09
Candidate_6,3.0,0.4,1.45,1.45,39376.19042716516,522709.5237604985,3.937619042716516e-10,5.227095237604985e-09
Candidate_6,3.0,0.4,1.5,1.5,47203.30333733145,547203.3033373314,4.720330333733144e-10,5.472033033373314e-09
Candidate_6,3.0,0.4,1.55,1.55,56331.06276169307,572997.7294283597,5.633106276169307e-10,5.729977294283596e-09
Candidate_6,3.0,0.4,1.6,1.6,67133.92771089014,600467.2610442237,6.713392771089015e-10,6.004672610442237e-09
Candidate_6,3.0,0.4,1.65,1.65,82620.3856027869,632620.3856027869,8.26203856027869e-10,6.326203856027869e-09
Candidate_6,3.0,0.4,1.7,1.7,113968.7860314792,680635.4526981459,1.139687860314792e-09,6.806354526981459e-09
Candidate_6,3.0,0.4,1.75,1.75,180187.59176279625,763520.9250961295,1.8018759176279624e-09,7.635209250961295e-09
Candidate_6,3.0,0.4,1.8,1.8,295575.635663481,895575.6356634812,2.95575635663481e-09,8.955756356634813e-09
Candidate_6,3.0,0.4,1.85,1.85,469908.59576865693,1086575.2624353236,4.699085957686569e-09,1.0865752624353236e-08
Candidate_6,3.0,0.4,1.9,1.9,719173.9439618741,1352507.2772952076,7.1917394396187415e-09,1.3525072772952076e-08
Candidate_6,3.0,0.4,1.95,1.95,1068646.5167458327,1718646.5167458327,1.0686465167458328e-08,1.7186465167458326e-08
Candidate_6,3.0,0.4,2.0,2.0,1552301.2619797627,2218967.9286464294,1.552301261979763e-08,2.2189679286464295e-08
Candidate_6,3.0,0.4,2.05,2.05,2212988.5295322733,2896321.862865607,2.2129885295322732e-08,2.8963218628656067e-08
Candidate_6,3.0,0.4,2.1,2.1,3103490.3592945677,3803490.3592945677,3.103490359294568e-08,3.8034903592945677e-08
Candidate_6,3.0,0.4,2.15,2.15,4287988.629318183,5004655.29598485,4.2879886293181834e-08,5.0046552959848505e-08
Candidate_6,3.0,0.4,2.2,2.2,5843713.571557669,6577046.904891002,5.843713571557669e-08,6.577046904891002e-08
Candidate_6,3.0,0.4,2.25,2.25,7862686.328259265,8612686.328259265,7.862686328259265e-08,8.612686328259264e-08
Candidate_6,3.0,0.4,2.3,2.3,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.35,2.35,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.4,2.4,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.45,2.45,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.5,2.5,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.55,2.55,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.6,2.6,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.65,2.65,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.7,2.7,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.75,2.75,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.8,2.8,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.85,2.85,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.9,2.9,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,2.95,2.95,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,3.0,0.4,3.0,3.0,10000000.0,10000000.0,1e-07,1e-07
Candidate_6,4.0,0.2,-3.0,-3.0,-7862804.335215703,-8612804.335215703,-7.862804335215702e-08,-8.612804335215703e-08
Candidate_6,4.0,0.2,-2.95,-2.95,-6301280.783944315,-7038780.783944315,-6.301280783944315e-08,-7.038780783944316e-08
Candidate_6,4.0,0.2,-2.9,-2.9,-5014395.241933088,-5739395.241933088,-5.014395241933088e-08,-5.7393952419330876e-08
Candidate_6,4.0,0.2,-2.85,-2.85,-3960864.4059437844,-4673364.405943785,-3.9608644059437844e-08,-4.673364405943785e-08
Candidate_6,4.0,0.2,-2.8,-2.8,-3104383.3983248738,-3804383.3983248738,-3.1043833983248736e-08,-3.804383398324874e-08
Candidate_6,4.0,0.2,-2.75,-2.75,-2413209.070507056,-3100709.070507056,-2.4132090705070562e-08,-3.100709070507056e-08
Candidate_6,4.0,0.2,-2.7,-2.7,-1859755.662689153,-2534755.662689153,-1.8597556626891532e-08,-2.534755662689153e-08
Candidate_6,4.0,0.2,-2.65,-2.65,-1420204.6774064293,-2082704.6774064293,-1.4202046774064293e-08,-2.0827046774064295e-08
Candidate_6,4.0,0.2,-2.6,-2.6,-1074130.7016514132,-1724130.7016514132,-1.0741307016514132e-08,-1.7241307016514132e-08
Candidate_6,4.0,0.2,-2.55,-2.55,-804144.7617833505,-1441644.7617833503,-8.041447617833506e-09,-1.4416447617833503e-08
Candidate_6,4.0,0.2,-2.5,-2.5,-595556.6183587323,-1220556.6183587322,-5.955566183587323e-09,-1.2205566183587321e-08
Candidate_6,4.0,0.2,-2.45,-2.45,-436057.20571714477,-1048557.2057171448,-4.360572057171448e-09,-1.0485572057171448e-08
Candidate_6,4.0,0.2,-2.4,-2.4,-315422.1959297958,-915422.1959297957,-3.154221959297958e-09,-9.154221959297958e-09
Candidate_6,4.0,0.2,-2.35,-2.35,-225237.42166724268,-812737.4216672427,-2.252374216672427e-09,-8.127374216672427e-09
Candidate_6,4.0,0.2,-2.3,-2.3,-158646.63165900647,-733646.6316590064,-1.5864663165900647e-09,-7.3364663165900635e-09
Candidate_6,4.0,0.2,-2.25,-2.25,-110121.780633376,-672621.780633376,-1.10121780633376e-09,-6.72621780633376e-09
Candidate_6,4.0,0.2,-2.2,-2.2,-75255.77893752223,-625255.7789375222,-7.525577893752223e-10,-6.252557789375222e-09
Candidate_6,4.0,0.2,-2.15,-2.15,-50577.35279416851,-588077.3527941685,-5.057735279416851e-10,-5.880773527941685e-09
Candidate_6,4.0,0.2,-2.1,-2.1,-33387.40375542777,-558387.4037554278,-3.338740375542777e-10,-5.583874037554278e-09
Candidate_6,4.0,0.2,-2.05,-2.05,-21616.01866279375,-534116.0186627937,-2.161601866279375e-10,-5.341160186627937e-09
Candidate_6,4.0,0.2,-2.0,-2.0,-13699.091744387264,-513699.09174438723,-1.3699091744387263e-10,-5.136990917443872e-09
Candidate_6,4.0,0.2,-1.95,-1.95,-8473.425610133283,-495973.4256101332,-8.473425610133283e-11,-4.959734256101332e-09
Candidate_6,4.0,0.2,-1.9,-1.9,-5089.290949756217,-480089.29094975616,-5.089290949756217e-11,-4.800892909497561e-09
Candidate_6,4.0,0.2,-1.85,-1.85,-2939.9605184862867,-465439.9605184862,-2.939960518486287e-11,-4.654399605184862e-09
Candidate_6,4.0,0.2,-1.8,-1.8,-1608.4148036238028,-451608.41480362375,-1.6084148036238028e-11,-4.516084148036238e-09
Candidate_6,4.0,0.2,-1.75,-1.75,-827.1630357538845,-438327.1630357539,-8.271630357538845e-12,-4.383271630357538e-09
Candidate_6,4.0,0.2,-1.7,-1.7,-426.13941642468114,-425426.1394164246,-4.2613941642468114e-12,-4.254261394164246e-09
Candidate_6,4.0,0.2,-1.65,-1.65,-256.5326807928391,-412756.5326807928,-2.5653268079283906e-12,-4.127565326807928e-09
Candidate_6,4.0,0.2,-1.6,-1.6,-184.84771150166628,-400184.8477115016,-1.848477115016663e-12,-4.001848477115016e-09
Candidate_6,4.0,0.2,-1.55,-1.55,-142.68105261910796,-387642.68105261907,-1.4268105261910797e-12,-3.876426810526191e-09
Candidate_6,4.0,0.2,-1.5,-1.5,-111.08466985652666,-375111.08466985653,-1.1108466985652665e-12,-3.7511108466985656e-09
Candidate_6,4.0,0.2,-1.45,-1.45,-86.29038795754833,-362586.2903879575,-8.629038795754833e-13,-3.625862903879575e-09
Candidate_6,4.0,0.2,-1.4,-1.4,-66.96535855483205,-350066.9653585548,-6.696535855483205e-13,-3.500669653585548e-09
Candidate_6,4.0,0.2,-1.35,-1.35,-52.01730080749491,-337552.01730080746,-5.201730080749492e-13,-3.3755201730080746e-09
Candidate_6,4.0,0.2,-1.3,-1.3,-40.48508166724178,-325040.4850816672,-4.048508166724178e-13,-3.250404850816672e-09
Candidate_6,4.0,0.2,-1.25,-1.25,-31.583906635687903,-312531.5839066357,-3.15839066356879e-13,-3.125315839066357e-09
Candidate_6,4.0,0.2,-1.2,-1.2,-24.700666540028962,-300024.70066654,-2.470066654002896e-13,-3.0002470066654e-09
Candidate_6,4.0,0.2,-1.15,-1.15,-19.365113413185522,-287519.36511341314,-1.9365113413185523e-13,-2.8751936511341314e-09
Candidate_6,4.0,0.2,-1.1,-1.1,-15.218668270613412,-275015.21866827057,-1.5218668270613412e-13,-2.7501521866827056e-09
Candidate_6,4.0,0.2,-1.05,-1.05,-11.988029248671877,-262511.9880292486,-1.1988029248671876e-13,-2.625119880292486e-09
Candidate_6,4.0,0.2,-1.0,-1.0,-9.464544154665385,-250009.46454415465,-9.464544154665385e-14,-2.5000946454415466e-09
Candidate_6,4.0,0.2,-0.95,-0.95,-7.488527764087203,-237507.488527764,-7.488527764087203e-14,-2.37507488527764e-09
Candidate_6,4.0,0.2,-0.9,-0.9,-5.937440435165027,-225005.93744043514,-5.937440435165027e-14,-2.2500593744043516e-09
Candidate_6,4.0,0.2,-0.85,-0.85,-4.716988897205566,-212504.7169888972,-4.7169888972055654e-14,-2.1250471698889723e-09
Candidate_6,4.0,0.2,-0.8,-0.8,-3.754417031248617,-200003.7544170312,-3.754417031248617e-14,-2.000037544170312e-09
Candidate_6,4.0,0.2,-0.75,-0.75,-2.993435124636366,-187502.99343512463,-2.9934351246363656e-14,-1.8750299343512465e-09
Candidate_6,4.0,0.2,-0.7,-0.7,-2.3903765841691995,-175002.39037658408,-2.3903765841691994e-14,-1.7500239037658408e-09
Candidate_6,4.0,0.2,-0.65,-0.65,-1.9112764056485032,-162501.91127640562,-1.9112764056485032e-14,-1.6250191127640563e-09
Candidate_6,4.0,0.2,-0.6,-0.6,-1.5296437270481693,-150001.52964372697,-1.5296437270481692e-14,-1.5000152964372697e-09
Candidate_6,4.0,0.2,-0.55,-0.55,-1.224758470601674,-137501.22475847055,-1.2247584706016741e-14,-1.3750122475847055e-09
Candidate_6,4.0,0.2,-0.5,-0.5,-0.9803647593273327,-125000.9803647593,-9.803647593273327e-15,-1.2500098036475932e-09
Candidate_6,4.0,0.2,-0.45,-0.45,-0.7836654479434563,-112500.78366544787,-7.836654479434563e-15,-1.1250078366544787e-09
Candidate_6,4.0,0.2,-0.4,-0.4,-0.624545646232051,-100000.6245456462,-6.24545646232051e-15,-1.0000062454564621e-09
Candidate_6,4.0,0.2,-0.35,-0.35,-0.4949706596204971,-87500.49497065954,-4.94970659620497e-15,-8.750049497065953e-10
Candidate_6,4.0,0.2,-0.3,-0.3,-0.3885168800164897,-75000.38851687998,-3.885168800164897e-15,-7.500038851687998e-10
Candidate_6,4.0,0.2,-0.25,-0.25,-0.3000039667212644,-48349.3267599752,-3.0000396672126438e-15,-4.83493267599752e-10
Candidate_6,4.0,0.2,-0.2,-0.2,-0.22520399645560946,-17560.821143903042,-2.2520399645560944e-15,-1.756082114390304e-10
Candidate_6,4.0,0.2,-0.15,-0.15,-0.16060874538753314,-5374.781782315972,-1.6060874538753314e-15,-5.374781782315972e-11
Candidate_6,4.0,0.2,-0.1,-0.1,-0.10324034374699861,-1237.5628642471265,-1.0324034374699862e-15,-1.2375628642471266e-11
Candidate_6,4.0,0.2,-0.05,-0.05,-0.0504935435465773,-154.84964442593025,-5.04935435465773e-16,-1.5484964442593024e-12
Candidate_6,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Candidate_6,4.0,0.2,0.05,0.05,0.05049354354657727,154.84964442593392,5.049354354657727e-16,1.5484964442593392e-12
Candidate_6,4.0,0.2,0.1,0.1,0.10324034374699859,1237.5628642471445,1.032403437469986e-15,1.2375628642471445e-11
Candidate_6,4.0,0.2,0.15,0.15,0.16060874538753414,5374.781782316034,1.6060874538753414e-15,5.374781782316034e-11
Candidate_6,4.0,0.2,0.2,0.2,0.2252039964556096,17560.821143903213,2.252039964556096e-15,1.7560821143903212e-10
Candidate_6,4.0,0.2,0.25,0.25,0.3000039667212644,48349.3267599752,3.0000396672126438e-15,4.83493267599752e-10
Candidate_6,4.0,0.2,0.3,0.3,0.3885168800164914,75000.38851688008,3.885168800164914e-15,7.500038851688008e-10
Candidate_6,4.0,0.2,0.35,0.35,0.49497065962049885,87500.49497065964,4.9497065962049885e-15,8.750049497065964e-10
Candidate_6,4.0,0.2,0.4,0.4,0.6245456462320533,100000.62454564632,6.245456462320533e-15,1.0000062454564631e-09
Candidate_6,4.0,0.2,0.45,0.45,0.783665447943456,112500.78366544799,7.836654479434561e-15,1.12500783665448e-09
Candidate_6,4.0,0.2,0.5,0.5,0.9803647593273327,125000.9803647593,9.803647593273327e-15,1.2500098036475932e-09
Candidate_6,4.0,0.2,0.55,0.55,1.2247584706016739,137501.22475847066,1.224758470601674e-14,1.3750122475847067e-09
Candidate_6,4.0,0.2,0.6,0.6,1.529643727048169,150001.52964372706,1.5296437270481692e-14,1.5000152964372706e-09
Candidate_6,4.0,0.2,0.65,0.65,1.9112764056485099,162501.91127640574,1.91127640564851e-14,1.6250191127640573e-09
Candidate_6,4.0,0.2,0.7,0.7,2.3903765841692075,175002.3903765842,2.3903765841692077e-14,1.750023903765842e-09
Candidate_6,4.0,0.2,0.75,0.75,2.993435124636366,187502.99343512463,2.9934351246363656e-14,1.8750299343512465e-09
Candidate_6,4.0,0.2,0.8,0.8,3.754417031248629,200003.7544170313,3.754417031248629e-14,2.0000375441703132e-09
Candidate_6,4.0,0.2,0.85,0.85,4.716988897205566,212504.7169888972,4.7169888972055654e-14,2.1250471698889723e-09
Candidate_6,4.0,0.2,0.9,0.9,5.937440435165048,225005.93744043526,5.937440435165048e-14,2.2500593744043524e-09
Candidate_6,4.0,0.2,0.95,0.95,7.488527764087202,237507.48852776413,7.488527764087202e-14,2.3750748852776414e-09
Candidate_6,4.0,0.2,1.0,1.0,9.464544154665385,250009.46454415465,9.464544154665385e-14,2.5000946454415466e-09
Candidate_6,4.0,0.2,1.05,1.05,11.988029248671877,262511.9880292486,1.1988029248671876e-13,2.625119880292486e-09
Candidate_6,4.0,0.2,1.1,1.1,15.218668270613462,275015.21866827074,1.5218668270613462e-13,2.7501521866827072e-09
Candidate_6,4.0,0.2,1.15,1.15,19.365113413185586,287519.36511341325,1.9365113413185586e-13,2.8751936511341327e-09
Candidate_6,4.0,0.2,1.2,1.2,24.700666540028962,300024.70066654,2.470066654002896e-13,3.0002470066654e-09
Candidate_6,4.0,0.2,1.25,1.25,31.583906635687903,312531.5839066357,3.15839066356879e-13,3.125315839066357e-09
Candidate_6,4.0,0.2,1.3,1.3,40.48508166724178,325040.4850816672,4.048508166724178e-13,3.250404850816672e-09
Candidate_6,4.0,0.2,1.35,1.35,52.01730080749508,337552.01730080764,5.201730080749508e-13,3.3755201730080763e-09
Candidate_6,4.0,0.2,1.4,1.4,66.96535855483228,350066.9653585549,6.696535855483228e-13,3.500669653585549e-09
Candidate_6,4.0,0.2,1.45,1.45,86.29038795754832,362586.29038795753,8.629038795754832e-13,3.6258629038795753e-09
Candidate_6,4.0,0.2,1.5,1.5,111.08466985652666,375111.08466985653,1.1108466985652665e-12,3.7511108466985656e-09
Candidate_6,4.0,0.2,1.55,1.55,142.68105261910796,387642.68105261907,1.4268105261910797e-12,3.876426810526191e-09
Candidate_6,4.0,0.2,1.6,1.6,184.84771150166694,400184.84771150176,1.8484771150166693e-12,4.001848477115017e-09
Candidate_6,4.0,0.2,1.65,1.65,256.53268079284095,412756.5326807929,2.5653268079284096e-12,4.127565326807929e-09
Candidate_6,4.0,0.2,1.7,1.7,426.1394164246824,425426.1394164247,4.2613941642468236e-12,4.254261394164247e-09
Candidate_6,4.0,0.2,1.75,1.75,827.1630357538845,438327.1630357539,8.271630357538845e-12,4.383271630357538e-09
Candidate_6,4.0,0.2,1.8,1.8,1608.414803623818,451608.414803624,1.608414803623818e-11,4.516084148036239e-09
Candidate_6,4.0,0.2,1.85,1.85,2939.9605184863008,465439.9605184864,2.939960518486301e-11,4.654399605184864e-09
Candidate_6,4.0,0.2,1.9,1.9,5089.290949756257,480089.29094975634,5.089290949756257e-11,4.800892909497564e-09
Candidate_6,4.0,0.2,1.95,1.95,8473.425610133314,495973.42561013333,8.473425610133314e-11,4.959734256101333e-09
Candidate_6,4.0,0.2,2.0,2.0,13699.091744387264,513699.09174438723,1.3699091744387263e-10,5.136990917443872e-09
Candidate_6,4.0,0.2,2.05,2.05,21616.01866279391,534116.018662794,2.1616018662793912e-10,5.34116018662794e-09
Candidate_6,4.0,0.2,2.1,2.1,33387.40375542795,558387.403755428,3.338740375542795e-10,5.58387403755428e-09
Candidate_6,4.0,0.2,2.15,2.15,50577.35279416851,588077.3527941685,5.057735279416851e-10,5.880773527941685e-09
Candidate_6,4.0,0.2,2.2,2.2,75255.77893752223,625255.7789375222,7.525577893752223e-10,6.252557789375222e-09
Candidate_6,4.0,0.2,2.25,2.25,110121.780633376,672621.780633376,1.10121780633376e-09,6.72621780633376e-09
Candidate_6,4.0,0.2,2.3,2.3,158646.63165900746,733646.6316590076,1.5864663165900746e-09,7.336466316590077e-09
Candidate_6,4.0,0.2,2.35,2.35,225237.42166724362,812737.4216672437,2.252374216672436e-09,8.127374216672436e-09
Candidate_6,4.0,0.2,2.4,2.4,315422.1959297958,915422.1959297957,3.154221959297958e-09,9.154221959297958e-09
Candidate_6,4.0,0.2,2.45,2.45,436057.20571714477,1048557.2057171448,4.360572057171448e-09,1.0485572057171448e-08
Candidate_6,4.0,0.2,2.5,2.5,595556.6183587323,1220556.6183587322,5.955566183587323e-09,1.2205566183587321e-08
Candidate_6,4.0,0.2,2.55,2.55,804144.7617833536,1441644.7617833538,8.041447617833537e-09,1.4416447617833538e-08
Candidate_6,4.0,0.2,2.6,2.6,1074130.7016514153,1724130.7016514153,1.0741307016514153e-08,1.7241307016514152e-08
Candidate_6,4.0,0.2,2.65,2.65,1420204.677406432,2082704.677406432,1.4202046774064321e-08,2.082704677406432e-08
Candidate_6,4.0,0.2,2.7,2.7,1859755.662689153,2534755.662689153,1.8597556626891532e-08,2.534755662689153e-08
Candidate_6,4.0,0.2,2.75,2.75,2413209.070507056,3100709.070507056,2.4132090705070562e-08,3.100709070507056e-08
Candidate_6,4.0,0.2,2.8,2.8,3104383.398324887,3804383.398324887,3.104383398324887e-08,3.804383398324887e-08
Candidate_6,4.0,0.2,2.85,2.85,3960864.4059437937,4673364.405943794,3.9608644059437936e-08,4.673364405943794e-08
Candidate_6,4.0,0.2,2.9,2.9,5014395.241933099,5739395.241933099,5.014395241933099e-08,5.739395241933099e-08
Candidate_6,4.0,0.2,2.95,2.95,6301280.783944315,7038780.783944315,6.301280783944315e-08,7.038780783944316e-08
Candidate_6,4.0,0.2,3.0,3.0,7862804.335215703,8612804.335215703,7.862804335215702e-08,8.612804335215703e-08
Candidate_6,4.0,0.3,-3.0,-3.0,-7862804.335215703,-8612804.335215703,-7.862804335215702e-08,-8.612804335215703e-08
Candidate_6,4.0,0.3,-2.95,-2.95,-6301280.783944315,-7038780.783944315,-6.301280783944315e-08,-7.038780783944316e-08
Candidate_6,4.0,0.3,-2.9,-2.9,-5014395.241933088,-5739395.241933088,-5.014395241933088e-08,-5.7393952419330876e-08
Candidate_6,4.0,0.3,-2.85,-2.85,-3960864.4059437844,-4673364.405943785,-3.9608644059437844e-08,-4.673364405943785e-08
Candidate_6,4.0,0.3,-2.8,-2.8,-3104383.3983248738,-3804383.3983248738,-3.1043833983248736e-08,-3.804383398324874e-08
Candidate_6,4.0,0.3,-2.75,-2.75,-2413209.070507056,-3100709.070507056,-2.4132090705070562e-08,-3.100709070507056e-08
Candidate_6,4.0,0.3,-2.7,-2.7,-1859755.662689153,-2534755.662689153,-1.8597556626891532e-08,-2.534755662689153e-08
Candidate_6,4.0,0.3,-2.65,-2.65,-1420204.6774064293,-2082704.6774064293,-1.4202046774064293e-08,-2.0827046774064295e-08
Candidate_6,4.0,0.3,-2.6,-2.6,-1074130.7016514132,-1724130.7016514132,-1.0741307016514132e-08,-1.7241307016514132e-08
Candidate_6,4.0,0.3,-2.55,-2.55,-804144.7617833505,-1441644.7617833503,-8.041447617833506e-09,-1.4416447617833503e-08
Candidate_6,4.0,0.3,-2.5,-2.5,-595556.6183587323,-1220556.6183587322,-5.955566183587323e-09,-1.2205566183587321e-08
Candidate_6,4.0,0.3,-2.45,-2.45,-436057.20571714477,-1048557.2057171448,-4.360572057171448e-09,-1.0485572057171448e-08
Candidate_6,4.0,0.3,-2.4,-2.4,-315422.1959297958,-915422.1959297957,-3.154221959297958e-09,-9.154221959297958e-09
Candidate_6,4.0,0.3,-2.35,-2.35,-225237.42166724268,-812737.4216672427,-2.252374216672427e-09,-8.127374216672427e-09
Candidate_6,4.0,0.3,-2.3,-2.3,-158646.63165900647,-733646.6316590064,-1.5864663165900647e-09,-7.3364663165900635e-09
Candidate_6,4.0,0.3,-2.25,-2.25,-110121.780633376,-672621.780633376,-1.10121780633376e-09,-6.72621780633376e-09
Candidate_6,4.0,0.3,-2.2,-2.2,-75255.77893752223,-625255.7789375222,-7.525577893752223e-10,-6.252557789375222e-09
Candidate_6,4.0,0.3,-2.15,-2.15,-50577.35279416851,-588077.3527941685,-5.057735279416851e-10,-5.880773527941685e-09
Candidate_6,4.0,0.3,-2.1,-2.1,-33387.40375542777,-558387.4037554278,-3.338740375542777e-10,-5.583874037554278e-09
Candidate_6,4.0,0.3,-2.05,-2.05,-21616.01866279375,-534116.0186627937,-2.161601866279375e-10,-5.341160186627937e-09
Candidate_6,4.0,0.3,-2.0,-2.0,-13699.091744387264,-513699.09174438723,-1.3699091744387263e-10,-5.136990917443872e-09
Candidate_6,4.0,0.3,-1.95,-1.95,-8473.425610133283,-495973.4256101332,-8.473425610133283e-11,-4.959734256101332e-09
Candidate_6,4.0,0.3,-1.9,-1.9,-5089.290949756217,-480089.29094975616,-5.089290949756217e-11,-4.800892909497561e-09
Candidate_6,4.0,0.3,-1.85,-1.85,-2939.9605184862867,-465439.9605184862,-2.939960518486287e-11,-4.654399605184862e-09
Candidate_6,4.0,0.3,-1.8,-1.8,-1608.4148036238028,-451608.41480362375,-1.6084148036238028e-11,-4.516084148036238e-09
Candidate_6,4.0,0.3,-1.75,-1.75,-827.1630357538845,-438327.1630357539,-8.271630357538845e-12,-4.383271630357538e-09
Candidate_6,4.0,0.3,-1.7,-1.7,-426.13941642468114,-425426.1394164246,-4.2613941642468114e-12,-4.254261394164246e-09
Candidate_6,4.0,0.3,-1.65,-1.65,-256.5326807928391,-412756.5326807928,-2.5653268079283906e-12,-4.127565326807928e-09
Candidate_6,4.0,0.3,-1.6,-1.6,-184.84771150166628,-400184.8477115016,-1.848477115016663e-12,-4.001848477115016e-09
Candidate_6,4.0,0.3,-1.55,-1.55,-142.68105261910796,-387642.68105261907,-1.4268105261910797e-12,-3.876426810526191e-09
Candidate_6,4.0,0.3,-1.5,-1.5,-111.08466985652666,-375111.08466985653,-1.1108466985652665e-12,-3.7511108466985656e-09
Candidate_6,4.0,0.3,-1.45,-1.45,-86.29038795754833,-362586.2903879575,-8.629038795754833e-13,-3.625862903879575e-09
Candidate_6,4.0,0.3,-1.4,-1.4,-66.96535855483205,-350066.9653585548,-6.696535855483205e-13,-3.500669653585548e-09
